YP_005228114.1	a383981299b64ba66e93f2821a1c23fc	119	Pfam	PF10697	Protein of unknown function (DUF2502)	23	102	6.7E-13	T	15-06-2025	IPR019638	Protein of unknown function DUF2502	-	-
YP_005227664.1	7a97b0869a5dd381dc5232a8305796af	170	Pfam	PF13185	GAF domain	35	151	1.0E-8	T	15-06-2025	IPR003018	GAF domain	GO:0005515(InterPro)	-
YP_005224780.1	f0346c02ee94e37716ec917b7d6d1a68	99	Pfam	PF14189	Domain of unknown function (DUF4312)	5	88	5.9E-30	T	15-06-2025	IPR020037	Protein of unknown function DUF4312	-	-
YP_005220922.1	ac56e9f043ec87107dad338dad3c1408	51	Pfam	PF13064	Protein of unknown function (DUF3927)	6	50	1.2E-7	T	15-06-2025	IPR025169	Protein of unknown function DUF3927	-	-
YP_005228554.1	224dc5bdf6ed46a09e7d1636163bd914	264	Pfam	PF06180	Cobalt chelatase (CbiK)	3	255	2.1E-101	T	15-06-2025	IPR010388	Anaerobic cobalt chelatase	GO:0016852(InterPro)|GO:0019251(InterPro)	-
YP_005226803.1	303127db0703c47d813d2067827a6e74	681	Pfam	PF01432	Peptidase family M3	231	678	1.8E-131	T	15-06-2025	IPR001567	Peptidase M3A/M3B catalytic domain	GO:0004222(InterPro)|GO:0006508(InterPro)	-
YP_005227097.1	1391abffb77b7bd26b1831424d160f54	152	Pfam	PF04076	Bacterial OB fold (BOF) protein	48	146	9.8E-28	T	15-06-2025	IPR005220	Bacterial OB-fold	-	-
YP_005226026.1	f94ec7eedc21b99fde714262bfef724a	71	Pfam	PF16080	Bacteriophage holin family HP1	8	55	1.1E-7	T	15-06-2025	IPR032118	Bacteriophage holin HP1 family	-	-
YP_005224990.1	5ce10d34cf24af115cda7c9852219887	266	Pfam	PF01791	DeoC/LacD family aldolase	18	252	6.5E-44	T	15-06-2025	IPR002915	DeoC/FbaB/LacD aldolase	GO:0016829(InterPro)	-
YP_005225118.1	235688b83b9a15779348ddba1a1f91d4	234	Pfam	PF03331	UDP-3-O-acyl N-acetylglycosamine deacetylase	2	205	2.7E-84	T	15-06-2025	IPR004463	UDP-3-O-acyl N-acetylglucosamine deacetylase	GO:0008759(InterPro)|GO:0009245(InterPro)	-
YP_005226468.1	f4c2d591ebe798a2463adcabed3fd1ae	300	Pfam	PF00849	RNA pseudouridylate synthase	69	200	1.3E-16	T	15-06-2025	IPR006145	Pseudouridine synthase, RsuA/RluA-like	GO:0001522(InterPro)|GO:0003723(InterPro)|GO:0009451(InterPro)|GO:0009982(InterPro)	-
YP_005226468.1	f4c2d591ebe798a2463adcabed3fd1ae	300	Pfam	PF01479	S4 domain	4	43	1.2E-5	T	15-06-2025	IPR002942	RNA-binding S4 domain	GO:0003723(InterPro)	-
YP_005226171.1	882aeb5a51cee550450323643614ef8f	157	Pfam	PF02142	MGS-like domain	31	123	6.4E-15	T	15-06-2025	IPR011607	Methylglyoxal synthase-like domain	-	-
YP_005225128.1	334d630b8e27d030fb8c67ca55130ce0	461	Pfam	PF00437	Type II/IV secretion system protein	87	353	1.8E-98	T	15-06-2025	IPR001482	Type II/IV secretion system domain	-	-
YP_005228565.1	86c01da5bd95cf235ca4271f573ee86f	322	Pfam	PF13737	Transposase DDE domain	34	145	3.1E-39	T	15-06-2025	IPR025668	Transposase DDE domain	-	-
YP_005229428.1	86c01da5bd95cf235ca4271f573ee86f	322	Pfam	PF13737	Transposase DDE domain	34	145	3.1E-39	T	15-06-2025	IPR025668	Transposase DDE domain	-	-
YP_005228782.1	86c01da5bd95cf235ca4271f573ee86f	322	Pfam	PF13737	Transposase DDE domain	34	145	3.1E-39	T	15-06-2025	IPR025668	Transposase DDE domain	-	-
YP_005224844.1	86c01da5bd95cf235ca4271f573ee86f	322	Pfam	PF13737	Transposase DDE domain	34	145	3.1E-39	T	15-06-2025	IPR025668	Transposase DDE domain	-	-
YP_005225571.1	86c01da5bd95cf235ca4271f573ee86f	322	Pfam	PF13737	Transposase DDE domain	34	145	3.1E-39	T	15-06-2025	IPR025668	Transposase DDE domain	-	-
YP_005227561.1	86c01da5bd95cf235ca4271f573ee86f	322	Pfam	PF13737	Transposase DDE domain	34	145	3.1E-39	T	15-06-2025	IPR025668	Transposase DDE domain	-	-
YP_005225153.1	86c01da5bd95cf235ca4271f573ee86f	322	Pfam	PF13737	Transposase DDE domain	34	145	3.1E-39	T	15-06-2025	IPR025668	Transposase DDE domain	-	-
YP_005226801.1	70429bac1f83df376016c6f4ba577092	228	Pfam	PF07729	FCD domain	89	208	3.3E-21	T	15-06-2025	IPR011711	GntR, C-terminal	-	-
YP_005226801.1	70429bac1f83df376016c6f4ba577092	228	Pfam	PF00392	Bacterial regulatory proteins, gntR family	15	75	4.1E-13	T	15-06-2025	IPR000524	Transcription regulator HTH, GntR	GO:0003700(InterPro)|GO:0006355(InterPro)	-
YP_005227824.1	b82e1a08c2c1a5c4ecc9271353ac6bf8	246	Pfam	PF02654	Cobalamin-5-phosphate synthase	8	243	2.2E-51	T	15-06-2025	IPR003805	Adenosylcobinamide-GDP ribazoletransferase	GO:0008818(InterPro)|GO:0051073(InterPro)	-
YP_005225387.1	68f689f9a42bd458687a7118cf5ace95	284	Pfam	PF01116	Fructose-bisphosphate aldolase class-II	2	282	7.1E-94	T	15-06-2025	IPR000771	Fructose-bisphosphate aldolase, class-II	GO:0005975(InterPro)|GO:0008270(InterPro)|GO:0016832(InterPro)	-
YP_005225380.1	30a19407e186bebdc9d4bce6e1c26b1f	439	Pfam	PF05525	Branched-chain amino acid transport protein	7	429	5.6E-158	T	15-06-2025	IPR004685	Branched-chain amino acid transport system II carrier protein	GO:0015658(InterPro)|GO:0015803(InterPro)|GO:0016020(InterPro)	-
YP_005228754.1	47a5f849412c1e4920635f6066053875	326	Pfam	PF00437	Type II/IV secretion system protein	11	267	3.4E-42	T	15-06-2025	IPR001482	Type II/IV secretion system domain	-	-
YP_005227169.1	d99f85fdd409b46921b03b9c5814f1a9	308	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	74	273	1.1E-15	T	15-06-2025	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020(InterPro)|GO:0055085(InterPro)	-
YP_005228547.1	468d007451f5000bcb82ee7f642166d9	181	Pfam	PF02283	Cobinamide kinase / cobinamide phosphate guanyltransferase	3	180	1.2E-58	T	15-06-2025	IPR003203	Bifunctional adenosylcobalamin biosynthesis protein CobU/CobP	GO:0000166(InterPro)|GO:0009236(InterPro)|GO:0043752(InterPro)	-
YP_005228681.1	c8a4fc06df526d7fc4b90b9bfc563731	309	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	7	62	9.7E-9	T	15-06-2025	IPR000847	Transcription regulator HTH, LysR	GO:0003700(InterPro)|GO:0006355(InterPro)	-
YP_005228681.1	c8a4fc06df526d7fc4b90b9bfc563731	309	Pfam	PF03466	LysR substrate binding domain	94	295	2.4E-20	T	15-06-2025	IPR005119	LysR, substrate-binding	-	-
YP_005228962.1	82b1aa0148224d9318f1ffec236b048b	130	Pfam	PF07681	DoxX	8	87	3.3E-17	T	15-06-2025	IPR032808	DoxX family	-	-
YP_005228171.1	457605040897d819e05af06581d47860	158	Pfam	PF06674	Protein of unknown function (DUF1176)	25	150	4.2E-26	T	15-06-2025	IPR009560	Protein of unknown function DUF1176	-	-
YP_005224734.1	ed235e11bc0e3c19d4e92f156487bbe2	85	Pfam	PF02302	PTS system, Lactose/Cellobiose specific IIB subunit	1	64	0.013	T	15-06-2025	IPR003501	Phosphotransferase system, EIIB component, type 2/3	GO:0008982(InterPro)|GO:0009401(InterPro)	-
YP_005225854.1	37b48f17d88b7dd7c15d9fd066217758	247	Pfam	PF01784	Duf34/NIF3 (NGG1p interacting factor 3)	6	234	1.0E-56	T	15-06-2025	IPR002678	DUF34/NIF3	-	-
YP_005224875.1	2b1e3900e389ed71f5082c10281a4d81	419	Pfam	PF01593	Flavin containing amine oxidoreductase	10	280	1.3E-17	T	15-06-2025	IPR002937	Amine oxidase	GO:0016491(InterPro)	-
YP_005225207.1	5cb236af36cbe8a9895bc40e69e12240	266	Pfam	PF01497	Periplasmic binding protein	26	223	2.3E-25	T	15-06-2025	IPR002491	ABC transporter periplasmic binding domain	-	-
YP_005224945.1	f37390108525775a0d3b9db70c4aabdd	495	Pfam	PF00474	Sodium:solute symporter family	34	418	1.6E-37	T	15-06-2025	IPR001734	Sodium/solute symporter	GO:0016020(InterPro)|GO:0022857(InterPro)|GO:0055085(InterPro)	-
YP_005229344.1	192a165ac83a38a0d2890ab91aaab25f	65	Pfam	PF11120	Cellulose biosynthesis protein BcsF	2	59	1.4E-22	T	15-06-2025	IPR019995	Cellulose biosynthesis, BcsF/YhjT	-	-
YP_005227078.1	0603ca432481cf95901517e3f919e634	226	Pfam	PF21770	MGTC/SAPB C-terminal domain	144	221	1.5E-16	T	15-06-2025	IPR048640	MgtC-like, C-terminal domain	-	-
YP_005227078.1	0603ca432481cf95901517e3f919e634	226	Pfam	PF02308	MgtC family	9	128	2.6E-36	T	15-06-2025	IPR049177	MgtC/SapB/SrpB/YhiD, N-terminal domain	-	-
YP_005225394.1	f8235e8bd560097cf8c47217bd58a98a	193	Pfam	PF04336	Acyl carrier protein phosphodiesterase	81	185	4.5E-26	T	15-06-2025	IPR007431	Acyl carrier protein phosphodiesterase	GO:0006633(InterPro)|GO:0008770(InterPro)	-
YP_005226191.1	cf393a46eb1f20c662b92c417c2fc0d9	426	Pfam	PF01266	FAD dependent oxidoreductase	29	381	4.9E-71	T	15-06-2025	IPR006076	FAD dependent oxidoreductase	GO:0016491(InterPro)	-
YP_005225722.1	d18775ce1124e409966d1378db59fea1	297	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	9	66	1.0E-18	T	15-06-2025	IPR000847	Transcription regulator HTH, LysR	GO:0003700(InterPro)|GO:0006355(InterPro)	-
YP_005225722.1	d18775ce1124e409966d1378db59fea1	297	Pfam	PF03466	LysR substrate binding domain	94	287	7.5E-33	T	15-06-2025	IPR005119	LysR, substrate-binding	-	-
YP_005227854.1	e52c757b99b40549af894491509cab11	388	Pfam	PF03720	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain	301	375	7.2E-5	T	15-06-2025	IPR014027	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	GO:0016616(InterPro)|GO:0051287(InterPro)	-
YP_005227854.1	e52c757b99b40549af894491509cab11	388	Pfam	PF00984	UDP-glucose/GDP-mannose dehydrogenase family, central domain	192	281	5.0E-23	T	15-06-2025	IPR014026	UDP-glucose/GDP-mannose dehydrogenase, dimerisation	GO:0016616(InterPro)|GO:0051287(InterPro)	-
YP_005227854.1	e52c757b99b40549af894491509cab11	388	Pfam	PF03721	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain	1	168	2.4E-30	T	15-06-2025	IPR001732	UDP-glucose/GDP-mannose dehydrogenase, N-terminal	GO:0016616(InterPro)|GO:0051287(InterPro)	-
YP_005228486.1	e4cd2e8835ac2282c746bd63d2b15958	108	Pfam	PF12084	Protein of unknown function (DUF3561)	1	108	5.8E-48	T	15-06-2025	IPR022721	Protein of unknown function DUF3561	-	-
YP_005226821.1	8c1a3120e1bd59852507e4e300c1bdf7	253	Pfam	PF00455	DeoR C terminal sensor domain	75	232	3.8E-47	T	15-06-2025	IPR014036	DeoR C-terminal sensor domain	-	-
YP_005226821.1	8c1a3120e1bd59852507e4e300c1bdf7	253	Pfam	PF08220	DeoR-like helix-turn-helix domain	6	60	3.4E-14	T	15-06-2025	IPR001034	DeoR-type HTH domain	GO:0003700(InterPro)|GO:0006355(InterPro)	-
YP_005227179.1	85626c2d5a283f87c05ace6a246242ef	353	Pfam	PF21783	YNCE-like beta-propeller	71	336	1.2E-4	T	15-06-2025	IPR048433	YNCE-like beta-propeller	-	-
YP_005228584.1	7c4cb1303464e6e85c2adf8e9836c542	146	Pfam	PF10662	Ethanolamine utilisation - propanediol utilisation	1	141	5.7E-55	T	15-06-2025	IPR012381	Ethanolamine/propanediol utilisation protein, EutP/PduV	GO:0005524(InterPro)|GO:0006576(InterPro)	-
YP_005225194.1	917242c9a42b975b8a6e9a032e001a0b	133	Pfam	PF09691	Type II secretion system pilotin lipoprotein (PulS_OutS)	24	127	3.1E-29	T	15-06-2025	IPR019114	Chaperone lipoprotein, PulS/OutS-like	-	-
YP_005226080.1	a86e1fe32025610ff67b29618f5b9693	333	Pfam	PF01212	Beta-eliminating lyase	3	282	2.2E-104	T	15-06-2025	IPR001597	Aromatic amino acid beta-eliminating lyase/threonine aldolase	GO:0006520(InterPro)|GO:0016829(InterPro)	-
YP_005227591.1	5761d7cdf181ba715f0cc2707c4afb35	239	Pfam	PF00005	ABC transporter	21	165	1.4E-29	T	15-06-2025	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)	-
YP_005228866.1	736c8f418cb23a332db9047ff8435242	131	Pfam	PF04076	Bacterial OB fold (BOF) protein	25	128	9.5E-38	T	15-06-2025	IPR005220	Bacterial OB-fold	-	-
YP_005224925.1	66587b92622d2f011abb5c75dc79e6b0	170	Pfam	PF01613	Flavin reductase like domain	14	162	1.7E-30	T	15-06-2025	IPR002563	Flavin reductase like domain	GO:0010181(InterPro)	-
YP_005227638.1	ae15a0f3f913041f84f60c0776ebced8	636	Pfam	PF00270	DEAD/DEAH box helicase	32	82	0.038	T	15-06-2025	IPR011545	DEAD/DEAH box helicase domain	GO:0003676(InterPro)|GO:0005524(InterPro)	-
YP_005227638.1	ae15a0f3f913041f84f60c0776ebced8	636	Pfam	PF13307	Helicase C-terminal domain	459	616	7.1E-39	T	15-06-2025	IPR006555	ATP-dependent helicase, C-terminal	GO:0003676(InterPro)|GO:0004386(InterPro)|GO:0005524(InterPro)|GO:0006139(InterPro)|GO:0016818(InterPro)	-
YP_005227638.1	ae15a0f3f913041f84f60c0776ebced8	636	Pfam	PF06733	DEAD_2	179	247	0.23	T	15-06-2025	IPR010614	RAD3-like helicase, DEAD	GO:0003677(InterPro)|GO:0003678(InterPro)|GO:0005524(InterPro)	-
YP_005227745.1	6617c94e563c0bbc057702514a9db060	479	Pfam	PF17151	Periplasmic sensor domain	1	142	1.2E-55	T	15-06-2025	IPR033416	Periplasmic sensor domain CHASE7	-	-
YP_005227745.1	6617c94e563c0bbc057702514a9db060	479	Pfam	PF00990	Diguanylate cyclase, GGDEF domain	313	472	3.8E-43	T	15-06-2025	IPR000160	GGDEF domain	-	-
YP_005229764.1	46a8b4e8878829796902e0b549954672	233	Pfam	PF01555	DNA methylase	147	207	8.1E-18	T	15-06-2025	IPR002941	DNA methylase N-4/N-6	GO:0003677(InterPro)|GO:0006306(InterPro)|GO:0008170(InterPro)	-
YP_005229764.1	46a8b4e8878829796902e0b549954672	233	Pfam	PF01555	DNA methylase	21	130	1.4E-7	T	15-06-2025	IPR002941	DNA methylase N-4/N-6	GO:0003677(InterPro)|GO:0006306(InterPro)|GO:0008170(InterPro)	-
YP_005226862.1	58e0f46f749e447d9ee5c84d384e6c59	314	Pfam	PF02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain	151	311	5.4E-26	T	15-06-2025	IPR022383	Lactate/malate dehydrogenase, C-terminal	GO:0016616(InterPro)	-
YP_005226862.1	58e0f46f749e447d9ee5c84d384e6c59	314	Pfam	PF00056	lactate/malate dehydrogenase, NAD binding domain	7	146	7.2E-30	T	15-06-2025	IPR001236	Lactate/malate dehydrogenase, N-terminal	GO:0016491(InterPro)	-
YP_005226926.1	5c7b2dafa5876db74c1f2338dc9bbe9a	294	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	5	64	2.4E-13	T	15-06-2025	IPR000847	Transcription regulator HTH, LysR	GO:0003700(InterPro)|GO:0006355(InterPro)	-
YP_005226926.1	5c7b2dafa5876db74c1f2338dc9bbe9a	294	Pfam	PF03466	LysR substrate binding domain	90	293	7.3E-36	T	15-06-2025	IPR005119	LysR, substrate-binding	-	-
YP_005228382.1	47d5f1ba9f62a53bd1d7d54f87c8a634	355	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	164	332	1.8E-24	T	15-06-2025	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020(InterPro)|GO:0055085(InterPro)	-
YP_005228469.1	3a15cafd8e4e4532510009f2fe177562	853	Pfam	PF00488	MutS domain V	610	797	2.5E-86	T	15-06-2025	IPR000432	DNA mismatch repair protein MutS, C-terminal	GO:0005524(InterPro)|GO:0006298(InterPro)|GO:0030983(InterPro)	-
YP_005228469.1	3a15cafd8e4e4532510009f2fe177562	853	Pfam	PF05190	MutS family domain IV	428	517	9.0E-27	T	15-06-2025	IPR007861	DNA mismatch repair protein MutS, clamp	GO:0005524(InterPro)|GO:0006298(InterPro)|GO:0030983(InterPro)	-
YP_005228469.1	3a15cafd8e4e4532510009f2fe177562	853	Pfam	PF01624	MutS domain I	11	122	3.6E-41	T	15-06-2025	IPR007695	DNA mismatch repair protein MutS-like, N-terminal	GO:0005524(InterPro)|GO:0006298(InterPro)|GO:0030983(InterPro)	-
YP_005228469.1	3a15cafd8e4e4532510009f2fe177562	853	Pfam	PF05188	MutS domain II	131	256	4.7E-35	T	15-06-2025	IPR007860	DNA mismatch repair protein MutS, connector domain	GO:0005524(InterPro)|GO:0006298(InterPro)|GO:0030983(InterPro)	-
YP_005228469.1	3a15cafd8e4e4532510009f2fe177562	853	Pfam	PF05192	MutS domain III	272	559	1.5E-47	T	15-06-2025	IPR007696	DNA mismatch repair protein MutS, core	GO:0005524(InterPro)|GO:0006298(InterPro)|GO:0030983(InterPro)	-
YP_005220865.1	f629fcf4ab84daa5fdf472993e4f1bf9	499	Pfam	PF13884	Chaperone of endosialidase	387	436	1.7E-6	T	15-06-2025	IPR030392	Intramolecular chaperone auto-processing domain	-	-
YP_005224556.1	b59e4d2b5efe04628dd41ac99a96f4b4	296	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	111	288	8.6E-12	T	15-06-2025	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020(InterPro)|GO:0055085(InterPro)	-
YP_005226646.1	841691496e186cae6fc0cbce2ebb6cf7	247	Pfam	PF08220	DeoR-like helix-turn-helix domain	6	59	3.2E-14	T	15-06-2025	IPR001034	DeoR-type HTH domain	GO:0003700(InterPro)|GO:0006355(InterPro)	-
YP_005226646.1	841691496e186cae6fc0cbce2ebb6cf7	247	Pfam	PF00455	DeoR C terminal sensor domain	75	229	3.8E-37	T	15-06-2025	IPR014036	DeoR C-terminal sensor domain	-	-
YP_005227320.1	b8cd020cb9ea938a4e62b46a51cf2b69	159	Pfam	PF01042	Endoribonuclease L-PSP	57	146	3.8E-7	T	15-06-2025	IPR006175	YjgF/YER057c/UK114 family	-	-
YP_005229026.1	e7c22a6dff91d4da316563eef5f02d3b	282	Pfam	PF00809	Pterin binding enzyme	18	257	2.5E-89	T	15-06-2025	IPR000489	Pterin-binding domain	GO:0042558(InterPro)	-
YP_005221021.1	0f5f46e20394a68fe70ca1cd115285a7	337	Pfam	PF00589	Phage integrase family	116	316	6.3E-46	T	15-06-2025	IPR002104	Integrase, catalytic domain	GO:0003677(InterPro)|GO:0006310(InterPro)|GO:0015074(InterPro)	-
YP_005221021.1	0f5f46e20394a68fe70ca1cd115285a7	337	Pfam	PF13495	Phage integrase, N-terminal SAM-like domain	17	99	5.9E-22	T	15-06-2025	IPR004107	Integrase, SAM-like, N-terminal	GO:0003677(InterPro)|GO:0015074(InterPro)	-
YP_005229077.1	696121f7522379888c7f580c95713095	87	Pfam	PF07338	YdgH/BhsA/McbA-like domain	35	87	3.0E-18	T	15-06-2025	IPR010854	YdgH/BhsA/McbA-like domain	-	-
YP_005224896.1	b02e621b30a576c3bb54782986a945ee	335	Pfam	PF00579	tRNA synthetases class I (W and Y)	3	286	5.4E-50	T	15-06-2025	IPR002305	Aminoacyl-tRNA synthetase, class Ic	GO:0000166(InterPro)|GO:0004812(InterPro)|GO:0005524(InterPro)|GO:0006418(InterPro)	-
YP_005229102.1	e9ff87b2f6cbc07850e519f60813e1f6	98	Pfam	PF02954	Bacterial regulatory protein, Fis family	55	95	7.2E-11	T	15-06-2025	IPR002197	DNA binding HTH domain, Fis-type	GO:0043565(InterPro)	-
YP_005227707.1	6e2c97a2be11e607dc8048d9639f3f12	247	Pfam	PF03932	CutC family	3	200	8.5E-75	T	15-06-2025	IPR005627	CutC-like	-	-
YP_005226001.1	b96f4965427a103e759d71d4ba585c3c	413	Pfam	PF01306	LacY proton/sugar symporter	5	397	1.2E-121	T	15-06-2025	IPR000576	LacY/RafB permease family	GO:0005351(InterPro)|GO:0008643(InterPro)|GO:0016020(InterPro)	-
YP_005227699.1	b89f2ede0ab0ea307bead19a9d5f26cf	246	Pfam	PF20772	TACO1/YebC protein N-terminal domain	5	75	6.9E-28	T	15-06-2025	IPR049083	TACO1/YebC-like, N-terminal domain	-	-
YP_005227699.1	b89f2ede0ab0ea307bead19a9d5f26cf	246	Pfam	PF01709	TACO1/YebC second and third domain	82	235	5.4E-59	T	15-06-2025	IPR048300	TACO1/YebC-like, second and third domains	-	-
YP_005226385.1	465a27a9d7ab3e77f8190bd962343fa7	111	Pfam	PF08240	Alcohol dehydrogenase GroES-like domain	26	109	8.3E-19	T	15-06-2025	IPR013154	Alcohol dehydrogenase-like, N-terminal	-	-
YP_005225955.1	5a03c5d08455ee31b88dd33a75cf3241	443	Pfam	PF07690	Major Facilitator Superfamily	25	380	7.5E-52	T	15-06-2025	IPR011701	Major facilitator superfamily	GO:0022857(InterPro)|GO:0055085(InterPro)	-
YP_005228007.1	2a1a3e9e1f7f91667926fcf6ab5b3e90	242	Pfam	PF13489	Methyltransferase domain	57	170	1.0E-20	T	15-06-2025	-	-	-	-
YP_005229594.1	f53d5a30ac2b5a272e3020d8722199c5	544	Pfam	PF11471	Maltoporin periplasmic N-terminal extension	29	57	7.9E-5	T	15-06-2025	IPR021570	LamB-type porin N-terminal domain	-	-
YP_005229594.1	f53d5a30ac2b5a272e3020d8722199c5	544	Pfam	PF02264	LamB porin	127	544	2.4E-84	T	15-06-2025	IPR003192	Porin, LamB-type	GO:0015288(InterPro)|GO:0016020(InterPro)|GO:0034219(InterPro)	-
